taxonKey,scientificName,acceptedTaxonKey,acceptedScientificName,numberOfOccurrences,taxonRank,taxonomicStatus,kingdom,kingdomKey,phylum,phylumKey,class,classKey,order,orderKey,family,familyKey,genus,genusKey,species,speciesKey
4248993,Hieracium pseudogrovesianum subsp. opertum Gottschl.,4248993,Hieracium pseudogrovesianum subsp. opertum Gottschl.,3,SUBSPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Asterales,414,Asteraceae,3065,Hieracium,3134951,Hieracium pseudogrovesianum,6065048
2538234,Normandina,2538234,Normandina,2,GENUS,DOUBTFUL,Fungi,5,Ascomycota,95,Eurotiomycetes,178,Verrucariales,1043,Verrucariaceae,4841,Normandina,2538234,,
8333981,Carex kitaibeliana Degen,8333981,Carex kitaibeliana Degen,2,SPECIES,DOUBTFUL,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Poales,1369,Cyperaceae,7708,Carex,2721893,Carex kitaibeliana,8333981
4494169,"Hedychrum rutilans Dahlbom, 1854",4494169,"Hedychrum rutilans Dahlbom, 1854",2,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Hymenoptera,1457,Chrysididae,7903,Hedychrum,4494164,Hedychrum rutilans,4494169
1766721,"Chersotis margaritacea (Villers, 1789)",1766721,"Chersotis margaritacea (Villers, 1789)",3,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Lepidoptera,797,Noctuidae,7015,Chersotis,1766708,Chersotis margaritacea,1766721
5376139,Hornungia alpina (L.) O.Appel,5376139,Hornungia alpina (L.) O.Appel,5,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Brassicales,7225535,Brassicaceae,3112,Hornungia,7376101,Hornungia alpina,5376139
4207323,Centaurea aeolica subsp. pandataria (Fiori & Bég.) Anzal.,4207323,Centaurea aeolica subsp. pandataria (Fiori & Bég.) Anzal.,2,SUBSPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Asterales,414,Asteraceae,3065,Centaurea,3127469,Centaurea aeolica,8275509
2704173,Poa L.,2704173,Poa L.,19,GENUS,ACCEPTED,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Poales,1369,Poaceae,3073,Poa,2704173,,
3135922,Hieracium profetanum Belli,3135922,Hieracium profetanum Belli,2,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Asterales,414,Asteraceae,3065,Hieracium,3134951,Hieracium profetanum,3135922
9256197,"Mamestra oleracea (Linnaeus, 1758)",1759083,"Lacanobia oleracea (Linnaeus, 1758)",1,SPECIES,SYNONYM,Animalia,1,Arthropoda,54,Insecta,216,Lepidoptera,797,Noctuidae,7015,Lacanobia,1759029,Lacanobia oleracea,1759083
1767674,"Mythimna prominens (Walker, 1856)",1767674,"Mythimna prominens (Walker, 1856)",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Lepidoptera,797,Noctuidae,7015,Mythimna,1767644,Mythimna prominens,1767674
1080709,"Protaetia morio (Fabricius, 1781)",1080709,"Protaetia morio (Fabricius, 1781)",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Coleoptera,1470,Cetoniidae,4204,Protaetia,1080110,Protaetia morio,1080709
1957012,"Earophila badiata (Denis & Schiffermuller, 1775)",1957012,"Earophila badiata (Denis & Schiffermuller, 1775)",3,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Lepidoptera,797,Geometridae,6950,Earophila,1956988,Earophila badiata,1957012
2706236,Lolium remotum Schrank,2706236,Lolium remotum Schrank,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Poales,1369,Poaceae,3073,Lolium,2706217,Lolium remotum,2706236
3137498,Leontodon hispidus L.,3137498,Leontodon hispidus L.,4,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Asterales,414,Asteraceae,3065,Leontodon,8417800,Leontodon hispidus,3137498
4462222,"Minota impuncticollis (Allard, 1860)",4462222,"Minota impuncticollis (Allard, 1860)",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Coleoptera,1470,Chrysomelidae,7780,Minota,4408263,Minota impuncticollis,4462222
1939616,"Micropterix Hübner, 1825",1939616,"Micropterix Hübner, 1825",3,GENUS,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Lepidoptera,797,Micropterigidae,9408,Micropterix,1939616,,
3150083,Phagnalon sordidum Rchb.,3150083,Phagnalon sordidum Rchb.,14,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Asterales,414,Asteraceae,3065,Phagnalon,3150027,Phagnalon sordidum,3150083
5111574,"Leucania comma (Linnaeus, 1761)",5111574,"Leucania comma (Linnaeus, 1761)",27,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Lepidoptera,797,Noctuidae,7015,Leucania,1778695,Leucania comma,5111574
8334084,Ligusticum ferulaceum All.,8334084,Ligusticum ferulaceum All.,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Apiales,1351,Apiaceae,6720,Ligusticum,3034791,Ligusticum ferulaceum,8334084
2332907,"Syngnathus phlegon Risso, 1827",2332907,"Syngnathus phlegon Risso, 1827",1,SPECIES,ACCEPTED,Animalia,1,Chordata,44,Actinopterygii,204,Syngnathiformes,773,Syngnathidae,5901,Syngnathus,2332887,Syngnathus phlegon,2332907
5296782,Iris collina Salisb.,2744255,Moraea sisyrinchium Ker Gawl.,2,SPECIES,SYNONYM,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Asparagales,1169,Iridaceae,7698,Moraea,2744168,Moraea sisyrinchium,2744255
7556789,Helleborus viridis subsp. bocconei (Ten.) Peruzzi,7277168,Helleborus bocconei subsp. bocconei,3,SUBSPECIES,SYNONYM,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Ranunculales,399,Ranunculaceae,2410,Helleborus,2741682,Helleborus bocconei,7277167
7833499,Stachys alopecuros subsp. alopecuros,7306396,Betonica alopecuros L.,1,SUBSPECIES,SYNONYM,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Lamiales,408,Lamiaceae,2497,Betonica,7306385,Betonica alopecuros,7306396
10139668,Metachrostis suava,10139668,Metachrostis suava,1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Lepidoptera,797,Erebidae,4532185,Metachrostis,9209436,Metachrostis suava,10139668
5356971,Lotus conimbricensis Brot.,5356971,Lotus conimbricensis Brot.,7,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Fabales,1370,Fabaceae,5386,Lotus,10220564,Lotus conimbricensis,5356971
2605872,Cetrelia olivetorum (Nyl.) W.L.Culb. & C.F.Culb.,2605872,Cetrelia olivetorum (Nyl.) W.L.Culb. & C.F.Culb.,1,SPECIES,ACCEPTED,Fungi,5,Ascomycota,95,Lecanoromycetes,180,Lecanorales,1048,Parmeliaceae,8305,Cetrelia,2605860,Cetrelia olivetorum,2605872
8298495,Galinsoga quadriradiata Ruiz & Pav.,8298495,Galinsoga quadriradiata Ruiz & Pav.,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Asterales,414,Asteraceae,3065,Galinsoga,3132547,Galinsoga quadriradiata,8298495
5073565,"Drosophila obscura Fallén, 1823",5073565,"Drosophila obscura Fallén, 1823",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Diptera,811,Drosophilidae,5547,Drosophila,1522683,Drosophila obscura,5073565
5347648,Genista radiata Scop.,5347648,Genista radiata Scop.,6,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Fabales,1370,Fabaceae,5386,Genista,2940025,Genista radiata,5347648
4495128,"Tachysphex brullii (F.Smith, 1856)",4495128,"Tachysphex brullii (F.Smith, 1856)",2,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Hymenoptera,1457,Crabronidae,7906,Tachysphex,1346028,Tachysphex brullii,4495128
2679768,Rhynchostegiella (Schimp.) Limpr.,2679768,Rhynchostegiella (Schimp.) Limpr.,2,GENUS,ACCEPTED,Plantae,6,Bryophyta,35,Bryopsida,327,Hypnales,617,Brachytheciaceae,4651,Rhynchostegiella,2679768,,
3170862,Scrophularia peregrina L.,3170862,Scrophularia peregrina L.,11,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Lamiales,408,Scrophulariaceae,2390,Scrophularia,3170861,Scrophularia peregrina,3170862
1850386,"Gelechia muscosella Zeller, 1839",1850386,"Gelechia muscosella Zeller, 1839",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Lepidoptera,797,Gelechiidae,3553,Gelechia,1850276,Gelechia muscosella,1850386
3577499,Asclepias fruticosa L.,7311940,Gomphocarpus fruticosus subsp. fruticosus,2,SPECIES,SYNONYM,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Gentianales,412,Apocynaceae,6701,Gomphocarpus,6415904,Gomphocarpus fruticosus,7150619
3122565,Anthemis cupaniana Tod. ex Nyman,3122565,Anthemis cupaniana Tod. ex Nyman,7,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Asterales,414,Asteraceae,3065,Anthemis,3122476,Anthemis cupaniana,3122565
5149438,"Lomaspilis marginata (Linnaeus, 1758)",5149438,"Lomaspilis marginata (Linnaeus, 1758)",19,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Lepidoptera,797,Geometridae,6950,Lomaspilis,1988779,Lomaspilis marginata,5149438
3214141,Diderma alpinum (Meyl.) Meyl.,3214141,Diderma alpinum (Meyl.) Meyl.,11,SPECIES,ACCEPTED,Protozoa,7,Mycetozoa,33,Myxomycetes,319,Physarales,1294,Didymiaceae,4160,Diderma,3213949,Diderma alpinum,3214141
2888310,Orthilia secunda (L.) House,2888310,Orthilia secunda (L.) House,2,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Ericales,1353,Ericaceae,2505,Orthilia,2888309,Orthilia secunda,2888310
5030147,"Ichneumon ligatorius Thunberg, 1822",5030147,"Ichneumon ligatorius Thunberg, 1822",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Hymenoptera,1457,Ichneumonidae,3512,Ichneumon,1298050,Ichneumon ligatorius,5030147
5356977,Lotus tenuis Waldst. & Kit.,5356977,Lotus tenuis Waldst. & Kit.,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Fabales,1370,Fabaceae,5386,Lotus,10220564,Lotus tenuis,5356977
3109086,Senecio inaequidens DC.,3109086,Senecio inaequidens DC.,11,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Asterales,414,Asteraceae,3065,Senecio,9802230,Senecio inaequidens,3109086
4428538,"Athous emaciatus Candèze, 1860",4428538,"Athous emaciatus Candèze, 1860",3,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Coleoptera,1470,Elateridae,7825,Athous,3261301,Athous emaciatus,4428538
5347718,Genista cinerea (Vill.) DC.,5347718,Genista cinerea (Vill.) DC.,9,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Fabales,1370,Fabaceae,5386,Genista,2940025,Genista cinerea,5347718
4452746,"Meligethes exilis Sturm, 1845",4452746,"Meligethes exilis Sturm, 1845",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Coleoptera,1470,Nitidulidae,7840,Meligethes,4405078,Meligethes exilis,4452746
2605831,Vulpicida pinastri (Scop.) J.-E.Mattsson,2605831,Vulpicida pinastri (Scop.) J.-E.Mattsson,4,SPECIES,ACCEPTED,Fungi,5,Ascomycota,95,Lecanoromycetes,180,Lecanorales,1048,Parmeliaceae,8305,Vulpicida,2605819,Vulpicida pinastri,2605831
4534788,"Nola chlamitulalis (Hubner, 1813)",4534788,"Nola chlamitulalis (Hubner, 1813)",3,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Lepidoptera,797,Nolidae,9717,Nola,1801758,Nola chlamitulalis,4534788
8181150,Sagina pilifera Fenzl,8181150,Sagina pilifera Fenzl,4,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Caryophyllales,422,Caryophyllaceae,2518,Sagina,3085387,Sagina pilifera,8181150
2327584,"Vermiliopsis Saint-Joseph, 1894",2327584,"Vermiliopsis Saint-Joseph, 1894",1,GENUS,ACCEPTED,Animalia,1,Annelida,42,Polychaeta,256,Sabellida,1080,Serpulidae,7086,Vermiliopsis,2327584,,
4460097,"Chrysolina geminata (Paykull, 1799)",4460097,"Chrysolina geminata (Paykull, 1799)",2,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Coleoptera,1470,Chrysomelidae,7780,Chrysolina,1047378,Chrysolina geminata,4460097
2226661,"Acanthonyx lunulatus (Risso, 1816)",2226661,"Acanthonyx lunulatus (Risso, 1816)",2,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Malacostraca,229,Decapoda,637,Epialtidae,3865,Acanthonyx,2226658,Acanthonyx lunulatus,2226661
4454902,"Isomira hypocrita Mulsant, 1856",4454902,"Isomira hypocrita Mulsant, 1856",3,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Coleoptera,1470,Tenebrionidae,7857,Isomira,4405755,Isomira hypocrita,4454902
4250676,Sonchus asper subsp. glaucescens (Jord.) Ball,4250117,Sonchus glaucescens Jord.,5,SUBSPECIES,SYNONYM,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Asterales,414,Asteraceae,3065,Sonchus,3105646,Sonchus glaucescens,4250117
4433852,"Helochares obscurus (Müller & O.F., 1776)",4433852,"Helochares obscurus (Müller & O.F., 1776)",2,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Coleoptera,1470,Hydrophilidae,7830,Helochares,1034296,Helochares obscurus,4433852
4246578,"Helichrysum italicum subsp. pseudolitoreum (Fiori) Bacch., Brullo & Mossa",4246578,"Helichrysum italicum subsp. pseudolitoreum (Fiori) Bacch., Brullo & Mossa",1,SUBSPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Asterales,414,Asteraceae,3065,Helichrysum,3131108,Helichrysum italicum,3131614
1507142,"Tipula magnicauda Strobl, 1895",1507142,"Tipula magnicauda Strobl, 1895",2,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Diptera,811,Tipulidae,7634,Tipula,1446543,Tipula magnicauda,1507142
8351789,Potamogeton pusillus L.,8351789,Potamogeton pusillus L.,2,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Alismatales,551,Potamogetonaceae,6721,Potamogeton,2756560,Potamogeton pusillus,8351789
2606705,Rhizoplaca chrysoleuca (Sm.) Zopf,2606705,Rhizoplaca chrysoleuca (Sm.) Zopf,1,SPECIES,ACCEPTED,Fungi,5,Ascomycota,95,Lecanoromycetes,180,Lecanorales,1048,Lecanoraceae,4828,Rhizoplaca,2606700,Rhizoplaca chrysoleuca,2606705
1990150,"Aethalura punctulata (Denis & Schiffermuller, 1775)",1990150,"Aethalura punctulata (Denis & Schiffermuller, 1775)",4,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Lepidoptera,797,Geometridae,6950,Aethalura,1990136,Aethalura punctulata,1990150
5276390,"Lithophyllum byssoides (Lam.) Foslie, 1900",5276390,"Lithophyllum byssoides (Lam.) Foslie, 1900",1,SPECIES,ACCEPTED,Plantae,6,Rhodophyta,106,Florideophyceae,342,Corallinales,670,Corallinaceae,4919,Lithophyllum,2655552,Lithophyllum byssoides,5276390
1034074,"Anacaena lutescens (Stephens, 1829)",1034074,"Anacaena lutescens (Stephens, 1829)",5,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Coleoptera,1470,Hydrophilidae,7830,Anacaena,1034062,Anacaena lutescens,1034074
1695282,"Pholidoptera aptera (Fabricius, 1793)",1695282,"Pholidoptera aptera (Fabricius, 1793)",14,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Orthoptera,1458,Tettigoniidae,3991,Pholidoptera,1695264,Pholidoptera aptera,1695282
1845825,"Symmoca signella (Hubner, 1796)",1845825,"Symmoca signella (Hubner, 1796)",9,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Lepidoptera,797,Autostichidae,4300664,Symmoca,1845807,Symmoca signella,1845825
1850011,"Sophronia humerella (Denis & Schiffermuller, 1775)",1850011,"Sophronia humerella (Denis & Schiffermuller, 1775)",7,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Lepidoptera,797,Gelechiidae,3553,Sophronia,1849983,Sophronia humerella,1850011
5413128,Laurentia gasparrinii (Tineo) Strobl,5413111,Solenopsis laurentia C.Presl,2,SPECIES,SYNONYM,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Asterales,414,Campanulaceae,8801,Solenopsis,9389639,Solenopsis laurentia,5413111
1799132,"Orthosia miniosa (Denis & Schiffermuller, 1775)",1799132,"Orthosia miniosa (Denis & Schiffermuller, 1775)",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Lepidoptera,797,Noctuidae,7015,Orthosia,1798902,Orthosia miniosa,1799132
5289906,Rostraria cristata (L.) Tzvelev,5289906,Rostraria cristata (L.) Tzvelev,52,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Poales,1369,Poaceae,3073,Rostraria,2704333,Rostraria cristata,5289906
3064669,Euphorbia myrsinites L.,3064669,Euphorbia myrsinites L.,5,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Malpighiales,1414,Euphorbiaceae,4691,Euphorbia,3063749,Euphorbia myrsinites,3064669
7810918,Scrophularia vernalis L.,7810918,Scrophularia vernalis L.,6,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Lamiales,408,Scrophulariaceae,2390,Scrophularia,3170861,Scrophularia vernalis,7810918
5145260,"Scopula immorata (Linnaeus, 1758)",5145260,"Scopula immorata (Linnaeus, 1758)",6,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Lepidoptera,797,Geometridae,6950,Scopula,1970574,Scopula immorata,5145260
4448925,"Necrobia violacea (Linnaeus, 1758)",4448925,"Necrobia violacea (Linnaeus, 1758)",2,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Coleoptera,1470,Cleridae,3795,Necrobia,1161900,Necrobia violacea,4448925
2792713,Ophrys exaltata subsp. montis-leonis (O.Danesch & E.Danesch) Soca,2792669,Ophrys arachnitiformis Gren. & M.Philippe,1,SUBSPECIES,SYNONYM,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Asparagales,1169,Orchidaceae,7689,Ophrys,2792579,Ophrys arachnitiformis,2792669
3882844,Stachys glutinosa L.,3882844,Stachys glutinosa L.,9,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Lamiales,408,Lamiaceae,2497,Stachys,2927228,Stachys glutinosa,3882844
4358688,"Mathilda cochlaeformis Brugnone, 1873",4358688,"Mathilda cochlaeformis Brugnone, 1873",3,SPECIES,ACCEPTED,Animalia,1,Mollusca,52,Gastropoda,225,,,Mathildidae,6785,Mathilda,2298022,Mathilda cochlaeformis,4358688
3677112,Convolvulus lineatus L.,3677112,Convolvulus lineatus L.,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Solanales,1176,Convolvulaceae,2389,Convolvulus,2928386,Convolvulus lineatus,3677112
2703751,Anisantha tectorum (L.) Nevski,2703746,Bromus tectorum L.,2,SPECIES,SYNONYM,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Poales,1369,Poaceae,3073,Bromus,2703642,Bromus tectorum,2703746
4459493,"Saphanus piceus (Laicharting, 1784)",4459493,"Saphanus piceus (Laicharting, 1784)",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Coleoptera,1470,Cerambycidae,5602,Saphanus,1103061,Saphanus piceus,4459493
5190766,"Oxychilus Fitzinger, 1833",5190766,"Oxychilus Fitzinger, 1833",2,GENUS,ACCEPTED,Animalia,1,Mollusca,52,Gastropoda,225,Stylommatophora,1456,Oxychilidae,3245287,Oxychilus,5190766,,
1003919,"Platonea stoechas Harmelin, 1976",1003919,"Platonea stoechas Harmelin, 1976",3,SPECIES,ACCEPTED,Animalia,1,Bryozoa,53,Stenolaemata,226,Cyclostomatida,1497,Tubuliporidae,5699,Platonea,1003918,Platonea stoechas,1003919
2706231,Lolium arundinaceum (Schreb.) Darbysh.,5289769,Scolochloa festucacea Link,9,SPECIES,SYNONYM,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Poales,1369,Poaceae,3073,Scolochloa,5289768,Scolochloa festucacea,5289769
3104187,Matricaria inodora L.,3104179,Tripleurospermum inodorum (L.) Sch.Bip.,1,SPECIES,SYNONYM,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Asterales,414,Asteraceae,3065,Tripleurospermum,3104137,Tripleurospermum inodorum,3104179
2653778,Bangia atropurpurea (Mertens ex Roth) C.Agardh,2653778,Bangia atropurpurea (Mertens ex Roth) C.Agardh,2,SPECIES,ACCEPTED,Plantae,6,Rhodophyta,106,Bangiophyceae,198,Bangiales,1389,Bangiaceae,8962,Bangia,2653776,Bangia atropurpurea,2653778
7757431,Clinopodium nepeta subsp. spruneri (Boiss.) Bartolucci & F.Conti,7757431,Clinopodium nepeta subsp. spruneri (Boiss.) Bartolucci & F.Conti,2,SUBSPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Lamiales,408,Lamiaceae,2497,Clinopodium,2926907,Clinopodium nepeta,8916040
8252379,Primula veris subsp. columnae (Ten.) Maire & Petitmengin,5641283,Primula veris subsp. suaveolens (Bertol) Gutermann & Ehrend.,7,SUBSPECIES,SYNONYM,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Ericales,1353,Primulaceae,6674,Primula,8026112,Primula veris,8377689
1830879,"Eidophasia messingiella (Fischer von Roslerstamm, 1840)",1830879,"Eidophasia messingiella (Fischer von Roslerstamm, 1840)",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Lepidoptera,797,Plutellidae,8860,Eidophasia,1830873,Eidophasia messingiella,1830879
4252012,Hieracium picenorum Gottschl.,4252012,Hieracium picenorum Gottschl.,3,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Asterales,414,Asteraceae,3065,Hieracium,3134951,Hieracium picenorum,4252012
2855519,Nothoscordum gracile (Aiton) Stearn,2855519,Nothoscordum gracile (Aiton) Stearn,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Asparagales,1169,Amaryllidaceae,7682,Nothoscordum,2771093,Nothoscordum gracile,2855519
5134682,"Erebia ligea (Linnaeus, 1758)",5134682,"Erebia ligea (Linnaeus, 1758)",17,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Lepidoptera,797,Nymphalidae,7017,Erebia,1913456,Erebia ligea,5134682
2643172,Caulerpa taxifolia (M.Vahl) C.Agardh,2643172,Caulerpa taxifolia (M.Vahl) C.Agardh,1,SPECIES,ACCEPTED,Plantae,6,Chlorophyta,36,Ulvophyceae,195,Bryopsidales,625,Caulerpaceae,4674,Caulerpa,2642861,Caulerpa taxifolia,2643172
5374901,Arabis soyeri Reut. & A.Huet,5374901,Arabis soyeri Reut. & A.Huet,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Brassicales,7225535,Brassicaceae,3112,Arabis,5374837,Arabis soyeri,5374901
7954861,Arabis caerulea Haenke,7954861,Arabis caerulea Haenke,5,SPECIES,DOUBTFUL,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Brassicales,7225535,Brassicaceae,3112,Arabis,5374837,Arabis caerulea,7954861
3376178,"Puccinia brachypodii G.H.Otth, 1861",3376178,"Puccinia brachypodii G.H.Otth, 1861",1,SPECIES,ACCEPTED,Fungi,5,Basidiomycota,34,Pucciniomycetes,270,Pucciniales,1126,Pucciniaceae,3251,Puccinia,9533895,Puccinia brachypodii,3376178
5644,Salticidae,5644,Salticidae,1,FAMILY,ACCEPTED,Animalia,1,Arthropoda,54,Arachnida,367,Araneae,1496,Salticidae,5644,,,,
